trade_date,FW_label
20241104_210000_367098609,0.7054071
20241104_210000_611935218,-2.6114407
20241104_210000_832571474,-2.3327532
20241104_210001_062314670,-1.2915375
20241104_210001_327322630,0.91869825
20241104_210001_558438219,-0.034885906
20241104_210001_807479852,-1.4100109
20241104_210002_051988041,-1.3436741
20241104_210002_303902464,-0.6140767
20241104_210002_558631182,0.92661446
20241104_210002_815260088,-1.7906188
20241104_210003_057829126,1.4571971
20241104_210003_322711059,-0.15947385
20241104_210003_560006101,0.7834256
20241104_210003_803565230,-1.3692098
20241104_210004_056438143,0.3029906
20241104_210004_309710737,0.19401625
20241104_210004_568945646,0.6963607
20241104_210004_826546435,-0.71513087
20241104_210005_053586976,0.002820531
20241104_210005_322179592,0.33313283
20241104_210005_563268418,-0.44635418
20241104_210005_818224591,0.15477018
20241104_210006_054815425,0.6150955
20241104_210006_306153966,2.0300806
20241104_210006_564237316,-0.13738164
20241104_210006_813227671,0.027907709
20241104_210007_049448056,0.6561325
20241104_210007_303071765,0.39000967
20241104_210007_549581352,-0.69835776
20241104_210007_797632832,-2.168055
20241104_210008_047508882,-0.12864913
20241104_210008_306647985,-0.48782226
20241104_210008_563935317,-0.20692244
20241104_210008_803886262,-0.22920866
20241104_210009_053847217,0.6990799
20241104_210009_311951191,0.5962487
20241104_210009_572679184,-0.09002381
20241104_210009_807291291,0.036682464
20241104_210010_052018987,-0.90182817
20241104_210010_301975261,-2.2368922
20241104_210010_556389142,-0.04490354
20241104_210010_804461890,-0.48980218
20241104_210011_055493620,-0.21184373
20241104_210011_305602624,0.30518696
20241104_210011_560913527,1.4154671
20241104_210011_796668645,-0.683965
20241104_210012_048958598,-0.24382997
20241104_210012_306355376,-0.46241805
20241104_210012_553685731,-1.4223276
20241104_210012_808118234,0.44656327
20241104_210013_046528634,-0.3771235
20241104_210013_318535282,0.13341598
20241104_210013_554535827,-0.17220475
20241104_210013_806021211,1.1469692
20241104_210014_041983469,-1.2221745
20241104_210014_316166451,-0.46240896
20241104_210014_555760035,0.5414808
20241104_210014_801116608,-0.111720406
20241104_210015_041524997,-0.638204
20241104_210015_302445814,-0.7871524
20241104_210015_568634283,-0.75647855
20241104_210015_807070844,1.5449145
20241104_210016_063793879,-0.65418553
20241104_210016_308057161,0.011482911
20241104_210016_550163760,0.16915779
20241104_210016_808879825,0.5358857
20241104_210017_054866101,-0.099380784
20241104_210017_302099683,-0.81822056
20241104_210017_564290998,-1.1946816
20241104_210017_801692061,-0.525705
20241104_210018_050448427,-0.27017817
20241104_210018_299077954,-0.9569787
20241104_210018_549885647,0.015274378
20241104_210018_798211769,-0.09120142
20241104_210019_056389209,0.040285774
20241104_210019_302575930,-0.044700883
20241104_210019_555805164,-0.004703393
20241104_210019_804321877,1.4681237
20241104_210020_056921573,0.40887168
20241104_210020_306926950,0.59215814
20241104_210020_556907435,0.54406613
20241104_210020_800751475,0.26772746
20241104_210021_051511219,-0.11347421
20241104_210021_305486954,-0.65336555
20241104_210021_552842644,-1.1087354
20241104_210021_790233751,-0.17694367
20241104_210022_040723151,-0.0123475995
20241104_210022_297521356,0.21833529
20241104_210022_540591774,0.15493147
20241104_210022_789502129,0.4866828
20241104_210023_039521804,0.15759526
20241104_210023_286082540,-1.1663139
20241104_210023_543029799,-0.16161042
20241104_210023_786210235,0.09256557
20241104_210024_038587952,-0.8401025
20241104_210024_284938106,-0.49575076
20241104_210024_541208315,0.37622067
20241104_210024_785714811,1.1535758
20241104_210025_039580661,-0.3610753
20241104_210025_284952162,-0.90524006
20241104_210025_541733198,0.14451633
20241104_210025_791801285,0.6412416
20241104_210026_039850877,1.90766
20241104_210026_286348688,0.6511515
20241104_210026_546072665,0.48328504
20241104_210026_787828055,-0.46005416
20241104_210027_037727236,0.15766631
20241104_210027_288068813,-0.305881
20241104_210027_543230312,-2.7976353
20241104_210027_788644101,-0.3401455
20241104_210028_041081352,0.19111489
20241104_210028_306170296,-0.18749703
20241104_210028_545768521,0.019897232
20241104_210028_796015179,-0.24083866
20241104_210029_047493334,-0.47710273
20241104_210029_302775903,-0.9054139
20241104_210029_557102401,-3.444053
20241104_210029_798549165,-0.08664151
20241104_210030_050178459,-2.5410485
20241104_210030_306548356,-0.6913441
20241104_210030_557307175,-0.78083533
20241104_210030_796542790,-0.8856925
20241104_210031_044548547,-1.3684355
20241104_210031_308203736,-1.0794809
20241104_210031_556925088,-0.5597289
20241104_210031_804486528,-0.48810998
20241104_210032_047628980,-0.26275
20241104_210032_296588302,-0.1090559
20241104_210032_567776090,0.06017653
20241104_210032_796546377,-0.74016154
20241104_210033_047785935,-0.9637075
20241104_210033_303517691,0.2825339
20241104_210033_564300875,-0.13015635
20241104_210033_794485828,0.046293296
20241104_210034_056195344,0.18877144
20241104_210034_298568341,-0.08232906
20241104_210034_561213459,0.025392326
20241104_210034_805945248,-0.08867031
20241104_210035_050235600,1.1956946
20241104_210035_302637883,0.39666867
20241104_210035_580651967,0.4497312
20241104_210035_802981869,0.58368504
20241104_210036_062006173,0.27436507
20241104_210036_310934432,0.04171989
20241104_210036_570461933,0.30936912
20241104_210036_814751068,-0.5740621
20241104_210037_057828781,1.1099684
20241104_210037_314884251,-0.37513247
20241104_210037_557943473,0.14878227
20241104_210037_809065705,-0.08592446
20241104_210038_056717958,0.09848068
20241104_210038_309440878,-0.5442172
20241104_210038_554083901,-0.84492654
20241104_210038_810563781,0.5939373
20241104_210039_060267846,-0.020966126
20241104_210039_308441075,-0.55425644
20241104_210039_561161517,-1.1250211
20241104_210039_803659009,0.374836
20241104_210040_054775712,0.032450296
20241104_210040_303580015,-0.4097583
20241104_210040_556235414,-0.35821676
20241104_210040_792054471,-0.22735877
20241104_210041_060500295,0.38165268
20241104_210041_302932521,0.7446825
20241104_210041_556206136,0.22235884
20241104_210041_791204742,0.14669101
20241104_210042_053238872,-0.48778954
20241104_210042_293325294,0.7143184
20241104_210042_558036621,-0.07283535
20241104_210042_799209356,0.7549825
20241104_210043_051035609,0.86885154
20241104_210043_302631397,-0.0340518
20241104_210043_566673716,0.32207423
20241104_210043_803905530,0.66313803
20241104_210044_047078288,0.6163777
20241104_210044_289265912,0.49716392
20241104_210044_553728422,0.4903089
20241104_210044_785714995,0.5587915
20241104_210045_042477864,-1.6537601
20241104_210045_289005020,-2.1282623
20241104_210045_547605832,0.8531068
20241104_210045_790660946,0.08867664
20241104_210046_036159546,0.2027512
20241104_210046_287254449,0.7208905
20241104_210046_540235084,-0.9048483
20241104_210046_791494622,-1.3044003
20241104_210047_037022568,-0.67097604
20241104_210047_286304016,0.70804423
20241104_210047_548505196,0.84364974
20241104_210047_787204484,0.7203534
20241104_210048_040789298,-0.03670951
20241104_210048_292373206,0.07739095
20241104_210048_544449690,0.1640942
20241104_210048_785265729,-0.10021516
20241104_210049_035830298,-0.01080074
20241104_210049_283359666,-0.078828774
20241104_210049_545157686,0.068235256
20241104_210049_782841398,0.0052847657
20241104_210050_036037129,0.38534662
20241104_210050_284459511,1.1926621
20241104_210050_540092045,0.52623004
20241104_210050_792658302,0.6721578
20241104_210051_058612739,1.3636047
20241104_210051_302832652,0.44814458
20241104_210051_578452827,2.9526372
20241104_210051_802400658,1.2369738
20241104_210052_058226317,-0.10893995
20241104_210052_301654183,-0.27321693
20241104_210052_569255840,-0.5781175
20241104_210052_790966516,-0.12727606
20241104_210053_037475156,0.13762842
20241104_210053_288142742,-0.6571508
20241104_210053_548612293,-0.46560043
20241104_210053_787013947,-0.6160066
20241104_210054_036838401,-0.5402737
20241104_210054_288359158,-0.46058452
20241104_210054_535459060,-0.3259578
20241104_210054_798720589,0.0935151
20241104_210055_039532824,0.38557643
20241104_210055_295428935,-0.010599058
20241104_210055_550937346,0.47800174
20241104_210055_799172055,0.33917886
20241104_210056_050115255,1.1269897
20241104_210056_306938035,0.25509012
20241104_210056_548226213,-0.45673826
20241104_210056_789130550,-0.14861877
20241104_210057_046030447,-1.1092542
20241104_210057_292989969,0.7832645
20241104_210057_553821138,0.13389347
20241104_210057_786684626,-0.052737854
20241104_210058_053003900,-0.022604873
20241104_210058_299486179,-0.29512188
20241104_210058_554481306,0.031675167
20241104_210058_793257700,0.2413976
20241104_210059_049490280,0.22342043
20241104_210059_294725278,0.19810392
20241104_210059_562355807,-1.0161479
20241104_210059_784915838,0.6320791
20241104_210100_037858028,-0.5413035
20241104_210100_289012391,-2.6508017
20241104_210100_546446937,-0.12588258
20241104_210100_793096943,0.83254063
20241104_210101_046161964,0.98357755
20241104_210101_288914906,-1.5633793
20241104_210101_548935096,-1.4476222
20241104_210101_793504475,0.76515836
20241104_210102_044925899,-0.020035228
20241104_210102_295478814,-0.006420275
20241104_210102_550173668,0.0021004472
20241104_210102_790065043,0.56986284
20241104_210103_044863322,0.2761963
20241104_210103_296792725,-0.09690701
20241104_210103_557526518,-0.28736672
20241104_210103_789070426,-0.2301548
20241104_210104_044045358,-1.39848
20241104_210104_292624060,-0.06513698
20241104_210104_545900706,0.16082121
20241104_210104_790492592,-0.7088589
20241104_210105_040902864,-0.4803728
20241104_210105_290096039,0.06762038
20241104_210105_541567388,0.14325748
20241104_210105_791151958,0.09386158
20241104_210106_048093331,0.49281535
20241104_210106_298020989,-0.05058807
20241104_210106_559677810,0.18674086
20241104_210106_796384156,-0.023860177
20241104_210107_059344640,0.10773323
20241104_210107_304082856,0.28330955
20241104_210107_553583175,0.11433784
20241104_210107_795417517,-0.5625629
20241104_210108_051482003,-0.29300037
20241104_210108_297619590,-0.29494935
20241104_210108_559355944,0.5211001
20241104_210108_804015733,-0.58080125
20241104_210109_048456273,0.47288582
20241104_210109_299455336,0.28880665
20241104_210109_551126429,0.7850782
20241104_210109_800164025,0.21702728
20241104_210110_055068247,0.24432038
20241104_210110_296760098,-1.049045
20241104_210110_560386914,0.516105
20241104_210110_807272559,-0.20804487
20241104_210111_058647556,-0.41281638
20241104_210111_302163976,0.27326745
20241104_210111_559275949,0.42592692
20241104_210111_805464058,1.369409
20241104_210112_072727026,0.32082114
20241104_210112_300767323,0.2045589
20241104_210112_551944037,0.1828972
20241104_210112_800692965,0.35773602
20241104_210113_052019710,0.07666565
20241104_210113_301621066,-0.2771575
20241104_210113_554637628,-0.42161724
20241104_210113_785359253,0.040842988
20241104_210114_042430776,-0.30752283
20241104_210114_293430043,0.23722737
20241104_210114_543489458,0.47308427
20241104_210114_785568836,-0.077649884
20241104_210115_041453538,-0.30472407
20241104_210115_285799628,-0.42119414
20241104_210115_540492801,-0.083684765
20241104_210115_787009700,-0.0909433
20241104_210116_041301421,0.1578824
20241104_210116_285357088,-0.012859067
20241104_210116_541174512,0.027321378
20241104_210116_795008719,-0.32788453
20241104_210117_055682262,-0.2324151
20241104_210117_309255355,-0.061643355
20241104_210117_550974065,-0.019877752
20241104_210117_792435265,0.6986512
20241104_210118_039407736,-0.2635223
20241104_210118_289856912,0.19115415
20241104_210118_540804460,1.5893325
20241104_210118_788409427,-0.77444905
20241104_210119_041616073,0.2045515
20241104_210119_293934889,-1.3288587
20241104_210119_548480966,0.13952915
20241104_210119_789698695,0.32469884
20241104_210120_039092917,0.047223203
20241104_210120_283010557,-0.10149636
20241104_210120_541816914,-0.32894555
20241104_210120_791193698,-0.71291023
20241104_210121_039198135,-1.9676334
20241104_210121_286307575,0.32913187
20241104_210121_542919894,1.3712742
20241104_210121_787292840,1.6177415
20241104_210122_059951477,-0.5499582
20241104_210122_291108909,0.1598027
20241104_210122_547812612,0.9577047
20241104_210122_798014367,1.421053
20241104_210123_045986313,0.12259764
20241104_210123_286902954,0.4380913
20241104_210123_536967268,0.44247591
20241104_210123_800562713,0.47098127
20241104_210124_041369789,0.33501142
20241104_210124_287197176,0.3426747
20241104_210124_543931834,0.099458225
20241104_210124_790655902,-0.04851275
20241104_210125_038163654,0.40766406
20241104_210125_291068979,1.0439925
20241104_210125_538718070,1.9425753
20241104_210125_798090613,0.47550377
20241104_210126_037813790,0.090299286
20241104_210126_287476907,-0.049704336
20241104_210126_540341853,0.16605054
20241104_210126_797513204,-0.33573753
20241104_210127_037720519,-0.28747255
20241104_210127_289659784,-0.35752442
20241104_210127_539481581,-0.24104355
20241104_210127_792062307,-0.27205092
20241104_210128_037372154,-0.44857606
