trade_date,FW_label
20241108_090000_498136843,-0.09979647
20241108_090000_727719072,-0.096779756
20241108_090000_975728793,0.9374673
20241108_090001_227167593,-0.6695047
20241108_090001_475973614,0.7226484
20241108_090001_725531799,-0.97404814
20241108_090001_968422335,-0.37564713
20241108_090002_219828235,-0.055658184
20241108_090002_469449959,-0.6348561
20241108_090002_726711889,0.013428004
20241108_090002_968341479,-0.5902972
20241108_090003_221432023,-0.09726773
20241108_090003_469831149,-0.50129783
20241108_090003_721352985,-0.054994546
20241108_090003_963783409,-0.6049317
20241108_090004_220806522,-1.3298329
20241108_090004_472156686,-0.21179856
20241108_090004_721299134,-0.6694809
20241108_090004_965167430,0.28059733
20241108_090005_217218678,2.2500129
20241108_090005_476319376,-0.94055885
20241108_090005_764397986,0.31689432
20241108_090005_970706440,-0.16347057
20241108_090006_223000473,-0.9323005
20241108_090006_467326638,-0.83675504
20241108_090006_723073334,0.2813677
20241108_090006_969623961,-0.09228792
20241108_090007_223866034,-0.6101252
20241108_090007_474166595,0.46352863
20241108_090007_716175085,-0.15625645
20241108_090007_964409680,-1.4601961
20241108_090008_226405313,-1.3911775
20241108_090008_471562697,0.5269366
20241108_090008_721143670,1.4772657
20241108_090008_979316653,-0.68300915
20241108_090009_225247275,0.20343468
20241108_090009_475049240,0.124821804
20241108_090009_724122189,-0.570831
20241108_090009_973708108,0.31011873
20241108_090010_224622759,-1.6957902
20241108_090010_470025820,-1.2399999
20241108_090010_723054446,0.4877607
20241108_090010_969516600,-0.5214395
20241108_090011_223347480,0.03955543
20241108_090011_469998298,1.389402
20241108_090011_726662935,-0.42452708
20241108_090011_968319520,-0.049128495
20241108_090012_225747739,-0.9583004
20241108_090012_469882956,-0.8770266
20241108_090012_721744314,0.7254297
20241108_090012_967340323,0.97347516
20241108_090013_220110809,0.09402045
20241108_090013_473389369,0.1969351
20241108_090013_721843619,-0.33494326
20241108_090013_966448147,-0.45645013
20241108_090014_224941038,-0.21364202
20241108_090014_472675631,-0.14689542
20241108_090014_723909929,0.08295456
20241108_090014_963193785,0.089069225
20241108_090015_219824158,0.29193112
