trade_date,FW_label
20241107_210000_314532001,1.1897805
20241107_210000_536563150,2.4283032
20241107_210000_773069505,2.5378022
20241107_210001_009913377,-1.0323657
20241107_210001_244384455,2.1444845
20241107_210001_489063259,0.7584736
20241107_210001_737672667,-0.107274435
20241107_210001_982280791,1.2751809
20241107_210002_237784437,1.0529039
20241107_210002_480269658,1.6476748
20241107_210002_736648266,0.11514131
20241107_210002_978191949,0.94670755
20241107_210003_228357478,0.124020554
20241107_210003_481405073,-0.6213257
20241107_210003_730402391,-0.89346457
20241107_210003_978709456,-1.2444912
20241107_210004_226748871,1.6758455
20241107_210004_478375969,0.47610584
20241107_210004_730470466,0.02085905
20241107_210004_974930644,-0.0952258
20241107_210005_227558094,-0.08839822
20241107_210005_473713910,0.83963215
20241107_210005_722271473,-1.3790493
20241107_210005_967782159,-1.3658022
20241107_210006_227808135,-0.7236759
20241107_210006_474911752,1.7306575
20241107_210006_727253637,1.1418283
20241107_210006_976952413,-1.0728154
20241107_210007_224874457,0.8119771
20241107_210007_478200700,0.6381945
20241107_210007_717332955,-0.076349996
20241107_210007_970146237,-0.05209466
20241107_210008_227716052,-0.72695583
20241107_210008_474914110,-1.1678562
20241107_210008_719383037,-1.3302364
20241107_210008_968009244,-0.4055965
20241107_210009_225264016,-0.047588132
20241107_210009_472667924,0.58682704
20241107_210009_717009534,-2.7584574
20241107_210009_965485861,-0.25561616
20241107_210010_223655674,0.42847097
20241107_210010_469933779,0.38678828
20241107_210010_724920085,0.42790723
20241107_210010_964688013,-1.3187573
20241107_210011_223383854,0.3183281
20241107_210011_463516772,0.1626669
20241107_210011_725268409,-0.3914369
20241107_210011_963487487,0.11563683
20241107_210012_224456948,0.6146974
20241107_210012_460631331,0.37415567
20241107_210012_721347794,0.81572413
20241107_210012_967727305,-0.19021021
20241107_210013_218895187,0.35554072
20241107_210013_466700303,0.2076135
20241107_210013_717618511,1.5426556
20241107_210013_964303250,-0.06435901
20241107_210014_224487746,-0.59014
20241107_210014_469176537,-0.95676106
20241107_210014_725375283,0.8227898
20241107_210014_965038366,-0.5087945
20241107_210015_224394099,-0.8369659
20241107_210015_466638648,0.1749485
20241107_210015_725200780,-1.1935126
20241107_210015_960166784,-0.49833676
20241107_210016_217682135,-0.92715585
20241107_210016_473314839,0.8382504
20241107_210016_716309299,1.259693
20241107_210016_958685502,0.24075721
20241107_210017_216957732,-0.24477868
20241107_210017_463057786,0.9349367
20241107_210017_717699234,-0.4384971
20241107_210017_960809366,-0.1372865
20241107_210018_216876661,-0.9221887
20241107_210018_469312827,-1.0443808
20241107_210018_739202322,-1.288576
20241107_210018_978373381,0.79935485
20241107_210019_220748664,-0.15280499
20241107_210019_470836393,0.87292224
20241107_210019_726834893,-0.6604455
20241107_210019_969175216,-0.102436036
20241107_210020_222340466,-1.155249
20241107_210020_471704525,-0.09767056
20241107_210020_725175284,0.093911625
20241107_210020_960889039,-0.16743498
20241107_210021_226434714,0.390269
20241107_210021_470292340,0.5692592
20241107_210021_722781577,0.001113968
20241107_210021_961116878,1.1576885
20241107_210022_228514904,0.38745144
20241107_210022_464861804,-0.77921563
20241107_210022_722457417,-0.11859695
20241107_210022_964144376,1.1199478
20241107_210023_220501944,0.48420188
20241107_210023_466134799,0.19867055
20241107_210023_798703373,0.25315335
20241107_210023_993342160,-0.23171407
20241107_210024_213084706,1.0723449
20241107_210024_463129297,-0.4134654
20241107_210024_708812569,-1.9323097
20241107_210024_962687881,0.77680665
20241107_210025_210946728,0.06860561
20241107_210025_460772078,0.59582615
20241107_210025_717736507,-0.96713233
20241107_210025_961411738,0.077381834
20241107_210026_216962126,2.4080229
20241107_210026_468109951,1.9301488
20241107_210026_713486536,0.22853176
20241107_210026_961801129,0.1439012
20241107_210027_215855659,0.658596
20241107_210027_465978989,-1.1583126
20241107_210027_717811062,-1.3401481
20241107_210027_957421590,0.11064521
20241107_210028_213426198,-1.1726713
20241107_210028_456140566,-0.97956806
20241107_210028_718533254,0.9855352
20241107_210028_955845534,0.1372473
20241107_210029_216931706,1.271449
20241107_210029_454098802,0.8149476
20241107_210029_714949695,0.83595467
20241107_210029_959327990,0.27463308
20241107_210030_214909525,-2.029149
20241107_210030_466714725,-1.7052461
20241107_210030_722769357,-0.65066963
20241107_210030_962550936,0.37924984
20241107_210031_225257029,-0.81593025
20241107_210031_468999459,0.20986323
20241107_210031_724444061,0.08569873
20241107_210031_965916297,0.18729064
20241107_210032_216148040,-0.2381409
20241107_210032_465747874,-0.14670426
20241107_210032_719208392,0.7212806
20241107_210032_952622141,-0.28110674
20241107_210033_206246114,1.2826804
20241107_210033_458318136,0.07506905
20241107_210033_714793567,-0.017446836
20241107_210033_955376141,-1.6712077
20241107_210034_206550343,-0.256662
20241107_210034_455483912,-0.25166413
20241107_210034_708318648,0.2297409
20241107_210034_954641685,0.057692163
20241107_210035_205880697,0.675344
20241107_210035_454308085,1.0828007
20241107_210035_709038197,-0.44380528
20241107_210035_953863739,-0.98079574
20241107_210036_205945288,0.7330567
20241107_210036_456166893,-0.70473284
20241107_210036_714299362,0.014270643
20241107_210036_952790999,-0.23281895
20241107_210037_207382454,0.14593245
20241107_210037_455324422,0.45438525
20241107_210037_708040508,-0.24149969
20241107_210037_966507201,0.7202544
20241107_210038_208075464,0.35244554
20241107_210038_456667694,0.0517423
20241107_210038_712755356,0.21871193
20241107_210038_958657868,-0.0674329
20241107_210039_217617362,-0.0005763192
20241107_210039_458703569,-0.060572945
20241107_210039_720815182,0.4882879
20241107_210039_954731227,1.9057485
20241107_210040_208789441,-0.5467076
20241107_210040_464987178,-0.2147478
20241107_210040_709311952,-0.21789034
20241107_210040_958583656,-0.9409651
20241107_210041_208678699,-0.47284034
20241107_210041_460796191,-0.22376741
20241107_210041_709296498,-2.0216868
20241107_210041_957900783,0.9398309
20241107_210042_210171600,-0.9637266
20241107_210042_457392217,-0.22196576
20241107_210042_715582259,-0.6425412
20241107_210042_954710503,-1.8268794
20241107_210043_218226671,0.5655361
20241107_210043_451120567,-1.1429774
20241107_210043_717270117,0.77713764
20241107_210043_953064208,-0.020918999
20241107_210044_214445644,1.0468202
20241107_210044_456391037,-0.61675215
20241107_210044_715306788,-1.5251826
20241107_210044_953399531,-0.8709065
20241107_210045_209220698,0.02771365
20241107_210045_450156237,-0.10658891
20241107_210045_711248121,-0.0020936932
20241107_210045_957017991,0.148986
20241107_210046_205215400,-0.6628131
20241107_210046_460455483,-0.3103984
20241107_210046_716205892,-0.5077524
20241107_210046_954202341,0.592474
20241107_210047_207509554,-0.22204675
20241107_210047_457193262,0.14120631
20241107_210047_715189824,-0.09680297
20241107_210047_958644604,-0.38683492
20241107_210048_206326128,0.23002999
20241107_210048_465888856,0.3713555
20241107_210048_712902391,-0.036766425
20241107_210048_963144348,0.3023765
20241107_210049_215936238,0.15381603
20241107_210049_462482691,0.56211036
20241107_210049_715453053,0.049464084
20241107_210049_958771130,0.32292578
20241107_210050_215987310,0.5986499
20241107_210050_461100258,-0.00025241636
20241107_210050_719410101,0.70728475
20241107_210050_960046914,-0.63048667
20241107_210051_210687832,0.09531201
20241107_210051_453251287,0.39929494
20241107_210051_719063142,-0.41967067
20241107_210051_953357805,-0.09788116
20241107_210052_214924705,0.01650546
20241107_210052_462413115,-0.7280841
20241107_210052_718869979,0.48875627
20241107_210052_956263035,0.67641884
20241107_210053_212847423,-0.11687212
20241107_210053_453724573,0.1313425
20241107_210053_722017590,2.7619598
20241107_210053_952238081,0.7074966
20241107_210054_223809948,1.9569166
20241107_210054_469097030,-1.4544603
20241107_210054_717721626,0.27552906
20241107_210054_946950710,-0.40657446
20241107_210055_214048946,-0.77889884
20241107_210055_455393587,0.2263787
20241107_210055_717839008,-1.1773599
20241107_210055_958347080,0.14353694
20241107_210056_209790099,0.0062736366
20241107_210056_466011995,1.7543905
20241107_210056_713670304,0.027166935
20241107_210056_953344061,-0.19719703
20241107_210057_212344385,-0.6134063
20241107_210057_459653652,0.47439507
20241107_210057_709855150,0.6948468
20241107_210057_966094344,-0.065728135
20241107_210058_206797473,-1.1476934
20241107_210058_455778800,-0.88716286
20241107_210058_714131065,-0.577927
20241107_210058_957352879,0.047087736
20241107_210059_209642156,0.008371564
20241107_210059_460638535,-0.88903475
20241107_210059_718359230,-0.49059835
20241107_210059_963373774,-0.062086992
20241107_210100_218467541,0.9858232
20241107_210100_465156928,0.44900823
20241107_210100_712684131,-1.083089
20241107_210100_966800383,0.0920432
20241107_210101_230421217,-1.2687026
20241107_210101_471103933,-3.901892
20241107_210101_718124726,-0.20955141
20241107_210101_963319255,-2.072912
20241107_210102_219402976,-0.9971775
20241107_210102_468459871,-0.55978423
20241107_210102_719851996,0.9400168
20241107_210102_967042057,1.2239652
20241107_210103_224223903,-1.031353
20241107_210103_475181394,-0.3086325
20241107_210103_725656297,0.03927783
20241107_210103_958063385,0.25399837
20241107_210104_220927515,-0.28762588
20241107_210104_465079429,-0.9977998
20241107_210104_710401700,-0.67107177
20241107_210104_962629823,0.30942312
20241107_210105_218283076,-0.033282213
20241107_210105_473163943,-0.4755847
20241107_210105_717787504,-0.54672503
20241107_210105_956300352,-0.7996837
20241107_210106_207158660,-2.0945091
20241107_210106_465290415,0.5829632
20241107_210106_711299035,0.05389706
20241107_210106_962222102,0.12663345
20241107_210107_208064429,-1.0367923
20241107_210107_467135503,-0.25552443
20241107_210107_713146500,-0.9825869
20241107_210107_963964207,-0.06737517
20241107_210108_208641665,0.116821356
20241107_210108_463187011,0.10184438
20241107_210108_706551210,-0.9881826
20241107_210108_964487474,0.39643976
20241107_210109_210965173,1.4411415
20241107_210109_468651693,1.7542491
20241107_210109_711926755,-0.049983494
20241107_210109_958413439,-0.07515427
20241107_210110_207766271,-2.288484
20241107_210110_457970532,0.34966525
20241107_210110_719511093,0.90833515
20241107_210110_961659672,0.72217447
20241107_210111_224746206,1.2303803
20241107_210111_465129015,0.48794714
20241107_210111_716850096,0.5881056
20241107_210111_959715765,-0.11257266
20241107_210112_216055540,-1.8974575
20241107_210112_465382009,0.92293984
20241107_210112_725278744,0.24308227
20241107_210112_961312587,0.37243584
20241107_210113_215973236,0.28152993
20241107_210113_457706018,-0.19238217
20241107_210113_715230213,1.0783272
20241107_210113_963854350,0.5956658
20241107_210114_219194255,2.1052132
20241107_210114_458838719,0.10042486
20241107_210114_715914505,-0.24844788
20241107_210114_971667370,-0.2854832
20241107_210115_213496326,-1.1676787
20241107_210115_470846440,-0.24472556
20241107_210115_720790051,1.1988486
20241107_210115_966228978,0.23695548
20241107_210116_213978752,-1.5332285
20241107_210116_464984074,-0.07130834
20241107_210116_717190178,-0.7292494
20241107_210116_966917175,-0.8002439
20241107_210117_210178793,-0.31154183
20241107_210117_465295842,0.1345918
20241107_210117_708953486,0.32462797
20241107_210117_959160417,0.038405873
20241107_210118_216436162,0.28926066
20241107_210118_455896622,-0.17518304
20241107_210118_717501745,-0.9244678
20241107_210118_960953388,-0.5338234
20241107_210119_214173801,1.031057
20241107_210119_457107824,0.49471393
20241107_210119_717222894,1.2114608
20241107_210119_954442667,0.89314395
20241107_210120_211116486,0.025421092
20241107_210120_462083128,-0.082379274
20241107_210120_714299984,-2.7570682
20241107_210120_960824603,0.106532015
20241107_210121_219527999,-0.03993707
20241107_210121_457215162,-0.76188534
20241107_210121_720842844,1.9728838
20241107_210121_964691763,0.94350654
20241107_210122_217177146,0.18450457
20241107_210122_455302256,-0.4089528
20241107_210122_716099502,-0.72664016
20241107_210122_957710175,-0.54749125
20241107_210123_208999710,1.1434331
20241107_210123_452853674,-0.315172
20241107_210123_709308683,-0.3937228
20241107_210123_955626157,0.115502335
20241107_210124_207731146,-0.23895474
20241107_210124_459413789,-0.10018208
20241107_210124_708220252,-1.6420531
20241107_210124_958602292,-0.5198485
20241107_210125_205449659,-0.59755784
20241107_210125_462573006,-0.296289
20241107_210125_706432666,2.0338955
20241107_210125_958789412,-0.05119977
20241107_210126_215921964,-1.862043
20241107_210126_455140276,0.83038
20241107_210126_714174223,0.1567794
20241107_210126_960469837,-1.796304
20241107_210127_219257191,-1.9416791
20241107_210127_457936401,0.8846797
20241107_210127_724233120,0.31016657
20241107_210127_967986167,-0.482985
20241107_210128_223785767,-0.047955148
20241107_210128_463240041,-1.814404
20241107_210128_723590075,-0.69908553
20241107_210128_968873721,1.3491822
20241107_210129_214378241,2.8011777
20241107_210129_471583226,1.6205816
20241107_210129_722416432,0.6791092
20241107_210129_970380927,0.7761489
20241107_210130_226156790,-1.2415968
20241107_210130_465192011,-0.5727793
20241107_210130_718974814,0.03680587
20241107_210130_960349528,0.07572929
20241107_210131_220637907,0.95599425
20241107_210131_461908371,0.1572314
20241107_210131_717968786,1.7435454
20241107_210131_959209657,-0.38473296
20241107_210132_206657309,-2.0232437
20241107_210132_461754649,0.20100038
20241107_210132_716280529,-0.08241262
20241107_210132_960022899,-0.058124654
20241107_210133_217017674,0.48587415
20241107_210133_462011732,-0.90649784
20241107_210133_711112978,0.14752053
20241107_210133_963469010,-0.7269653
20241107_210134_220963911,-0.2564253
20241107_210134_467127537,-0.06849324
20241107_210134_719990909,0.46475005
20241107_210134_968424001,1.0842718
20241107_210135_217383669,1.5695684
20241107_210135_460322075,1.5116594
