trade_date,FW_label
20241104_090000_399154246,0.46984774
20241104_090000_647366786,-1.0063359
20241104_090000_883140468,0.5363131
20241104_090001_127277599,0.87546104
20241104_090001_389700444,-0.27906752
20241104_090001_633379188,0.080548495
20241104_090001_875581381,0.042150237
20241104_090002_128423118,1.2018214
20241104_090002_372114895,1.6496108
20241104_090002_632405275,1.3139918
20241104_090002_874274713,-0.3476363
20241104_090003_118482887,-1.1558731
20241104_090003_374448498,-0.5938501
20241104_090003_623336418,0.2886797
20241104_090003_875994336,1.3383204
20241104_090004_116580163,-0.12385735
20241104_090004_374915593,-0.6771933
20241104_090004_629772060,-0.86909676
20241104_090004_876365260,0.96382326
20241104_090005_119977687,-0.29531857
20241104_090005_372872173,-0.9964111
20241104_090005_626695422,-0.7396291
20241104_090005_866612963,0.18005352
20241104_090006_120690683,0.008480111
20241104_090006_373074321,-0.011653996
20241104_090006_632961633,0.15289843
20241104_090006_881541572,0.9017654
20241104_090007_129264116,-0.72107434
20241104_090007_373762456,0.7660945
20241104_090007_635925683,0.3106496
20241104_090007_887172744,0.96657646
20241104_090008_128722091,-0.1201656
20241104_090008_380574803,0.50445485
20241104_090008_646500718,-0.7478818
20241104_090008_915041948,-1.2317159
20241104_090009_133839382,0.5342013
20241104_090009_377919070,-1.7924536
20241104_090009_642117897,-0.5967608
20241104_090009_875147093,-0.610526
20241104_090010_127998803,-0.40694782
20241104_090010_378838174,-0.31103143
20241104_090010_630177916,0.20487015
20241104_090010_883323084,1.1549338
20241104_090011_127010689,0.6636542
20241104_090011_374312087,-0.14791812
20241104_090011_627599173,0.2163523
20241104_090011_879751735,0.244559
20241104_090012_128900613,0.19374318
20241104_090012_377681929,0.7547596
20241104_090012_633145263,-1.2718042
20241104_090012_875065700,-1.048148
20241104_090013_124032156,-0.6333394
20241104_090013_372922257,-0.6944958
20241104_090013_637399963,-0.47205502
20241104_090013_883762955,0.011581423
20241104_090014_129051810,-0.614531
20241104_090014_382211871,-1.1575288
20241104_090014_623493592,0.5821907
20241104_090014_872844745,0.79928535
20241104_090015_124388686,-0.53963447
20241104_090015_396914297,-0.1509083
20241104_090015_630624480,0.018047193
20241104_090015_875011488,-0.015467366
20241104_090016_140588762,-0.045790873
20241104_090016_374561009,0.003965238
20241104_090016_637384523,0.33237654
20241104_090016_870781707,0.09861431
20241104_090017_128216564,0.07776344
