trade_date,FW_label
20241106_133000_030764662,1.7952343
20241106_133000_291690442,0.5328173
20241106_133000_536335779,-0.7855771
20241106_133000_785070938,0.4521918
20241106_133001_035160353,-1.9568306
20241106_133001_292943468,-1.2353219
20241106_133001_536579402,0.26347125
20241106_133001_775596470,0.29453683
20241106_133002_024380476,-0.2586308
20241106_133002_285133969,2.409593
20241106_133002_526560217,-0.101106085
20241106_133002_773548041,-0.11988496
20241106_133003_029840910,1.7585145
20241106_133003_279764219,0.49898437
20241106_133003_521810230,0.78004545
20241106_133003_762893388,2.2671013
20241106_133004_012709717,0.6761923
20241106_133004_269622176,2.208901
20241106_133004_521941903,1.4928851
20241106_133004_763424304,1.563973
20241106_133005_008442496,0.46317247
20241106_133005_277405713,1.0548912
20241106_133005_524008550,-1.2002304
20241106_133005_785404070,-0.9664174
20241106_133006_022375378,-0.93300277
20241106_133006_272036073,-0.23042046
20241106_133006_526294890,0.39568102
20241106_133006_760514013,0.2398106
20241106_133007_007182930,-0.38492855
20241106_133007_265880111,-0.06864691
20241106_133007_506861762,0.091562934
20241106_133007_757747357,0.37429473
20241106_133008_011344749,-0.6533482
20241106_133008_258148481,0.061149932
20241106_133008_507494484,-0.6094853
20241106_133008_751947121,-0.21268131
20241106_133009_017615637,0.30024254
20241106_133009_261372180,1.4673808
20241106_133009_510528679,-0.24824426
20241106_133009_750487520,0.3054414
20241106_133010_000712294,-0.7748455
20241106_133010_258661686,0.46155372
20241106_133010_501431966,-0.1543773
20241106_133010_754047370,-0.038489215
20241106_133011_004548758,-0.46013293
20241106_133011_264823116,-0.664676
20241106_133011_507208282,-0.2501128
20241106_133011_756640842,-1.0187085
20241106_133012_002485202,-1.008679
20241106_133012_269542726,0.09852604
20241106_133012_501925118,-0.8751057
20241106_133012_754764054,-0.4921278
20241106_133013_005387253,-0.49832457
20241106_133013_261027918,-0.43520698
20241106_133013_499152892,-0.17710997
20241106_133013_755577172,-0.877698
20241106_133014_017071743,-0.24635495
20241106_133014_265232766,-0.6379532
20241106_133014_502191880,0.021028774
20241106_133014_771836431,-0.020075103
20241106_133014_996312431,-0.13707648
20241106_133015_261085319,-1.10959
20241106_133015_505111309,-0.48744044
20241106_133015_751848910,-0.9783473
20241106_133016_021591813,-0.8686704
20241106_133016_276090093,-1.3573047
20241106_133016_505081665,0.25641683
20241106_133016_752878695,-0.36305407
20241106_133017_001483852,-0.3584567
20241106_133017_267339666,-0.64071715
20241106_133017_503351812,-1.9080039
20241106_133017_752467652,0.6475064
20241106_133018_006887578,0.8177435
20241106_133018_261253321,0.28490782
20241106_133018_505671680,-0.12615551
20241106_133018_763152322,0.067211606
20241106_133018_998355489,-0.3781536
20241106_133019_262827496,-0.40318033
20241106_133019_506451777,-0.87314665
20241106_133019_753302055,-0.88515216
20241106_133019_999756496,-1.1730031
20241106_133020_269609532,-0.36897844
20241106_133020_497877766,-0.107677326
20241106_133020_750556625,-0.020039579
20241106_133020_997281410,-0.5944894
20241106_133021_255172674,-0.48139724
20241106_133021_500413218,0.22217019
20241106_133021_755109530,-0.45846188
20241106_133022_003936907,-0.53251344
20241106_133022_258501546,-0.97813314
20241106_133022_500022419,-0.7518614
20241106_133022_759935527,-0.77818316
20241106_133023_264884569,-0.7783387
20241106_133023_514283283,-0.9794563
20241106_133023_755038496,-1.2227558
20241106_133024_000918194,-0.25780866
20241106_133024_258860532,-1.0287396
20241106_133024_501729234,-0.46706757
20241106_133024_750293344,-1.0121284
20241106_133025_001691079,-0.5459979
20241106_133025_257324683,0.4856859
20241106_133025_504479299,0.12338237
20241106_133025_755540089,0.023810485
20241106_133025_999489269,0.7184174
20241106_133026_252753171,0.7369859
20241106_133026_494093099,0.7014558
20241106_133026_747982323,2.1404896
20241106_133026_995616285,-0.33060226
20241106_133027_251641623,0.56017315
20241106_133027_498500249,0.34626195
20241106_133027_745964928,0.07439659
20241106_133027_996291474,0.601951
20241106_133028_251666255,-0.13248505
20241106_133028_496785330,0.0003309641
20241106_133028_750946864,0.099440016
20241106_133028_992251510,-0.3899995
20241106_133029_252061970,-0.31590092
20241106_133029_500032679,-0.44677356
20241106_133029_749381476,0.069359876
20241106_133029_994683822,-0.65596414
20241106_133030_261960267,-3.1373665
20241106_133030_500112864,-0.9119427
20241106_133030_750599123,0.34809217
20241106_133031_000581459,0.77773845
20241106_133031_251769493,-0.10818454
20241106_133031_495188312,-0.39132157
20241106_133031_747481732,-0.27291766
20241106_133031_996274208,-0.14930086
20241106_133032_252437313,-1.4268438
20241106_133032_494524033,-0.66623336
20241106_133032_746769965,-0.17944278
20241106_133032_994843115,0.10423461
20241106_133033_252575127,0.0132626165
20241106_133033_496876952,0.11567245
